Configuration, Epochs, Learning Rate, Regularization, Momentum, Loss (MSE), Evaluation (MEE)
348, 600, 0.03, 1e-05, 0.08, 5.806745806700555, 2.085599729298247
349, 600, 0.03, 1e-05, 0.05, 5.9740641959868785, 2.120144573159575
350, 600, 0.03, 1e-05, 0.03, 6.153320376248781, 2.1668200895594394
351, 600, 0.03, 1e-05, 0.01, 6.410809925808763, 2.1253657243543866
352, 600, 0.01, 8e-05, 0.8, 62.42700350611899, 4.02889705901485
353, 600, 0.01, 8e-05, 0.5, 6.865667719353735, 2.109513178245261
354, 600, 0.01, 8e-05, 0.3, 6.387154921324923, 2.1352560028747836
355, 600, 0.01, 8e-05, 0.1, 6.312971647120765, 2.230854005657127
356, 600, 0.01, 8e-05, 0.08, 6.328030325187869, 2.2321464861328577
357, 600, 0.01, 8e-05, 0.05, 6.4430323552933, 2.249580421706401
358, 600, 0.01, 8e-05, 0.03, 6.219122126110862, 2.179631458959599
359, 600, 0.01, 8e-05, 0.01, 6.475600911694192, 2.267878148324461
360, 600, 0.01, 5e-05, 0.8, 64.44386881162725, 4.195780415553067
361, 600, 0.01, 5e-05, 0.5, 7.004598532744929, 2.1372897466786296
362, 600, 0.01, 5e-05, 0.3, 6.681051660139099, 2.1080932440461995
363, 600, 0.01, 5e-05, 0.1, 6.238820636690072, 2.233837558850855
364, 600, 0.01, 5e-05, 0.08, 6.387582715331193, 2.1966554106687495
365, 600, 0.01, 5e-05, 0.05, 6.3831441920454575, 2.2106138605127503
366, 600, 0.01, 5e-05, 0.03, 6.150479627108719, 2.1873181474128214
367, 600, 0.01, 5e-05, 0.01, 6.36779951117554, 2.2021857841325687
368, 600, 0.01, 3e-05, 0.8, 82.78088040029688, 4.194171450261889
369, 600, 0.01, 3e-05, 0.5, 6.823378597901424, 2.132300270709071
370, 600, 0.01, 3e-05, 0.3, 6.560830224469569, 2.1082667869320644
371, 600, 0.01, 3e-05, 0.1, 6.235590279570995, 2.165093749003081
372, 600, 0.01, 3e-05, 0.08, 6.360110561958826, 2.1548873478133133
373, 600, 0.01, 3e-05, 0.05, 6.33535374637313, 2.241058260989973
374, 600, 0.01, 3e-05, 0.03, 6.318356128252894, 2.2009598115863103
375, 600, 0.01, 3e-05, 0.01, 6.166004017173657, 2.2085361777921033
376, 600, 0.01, 1e-05, 0.8, 64.75694184582075, 4.329522987723097
377, 600, 0.01, 1e-05, 0.5, 7.115297552242344, 2.117724485105506
378, 600, 0.01, 1e-05, 0.3, 6.494200929403074, 2.130675593408636
379, 600, 0.01, 1e-05, 0.1, 6.440897344812318, 2.162974951215524
380, 600, 0.01, 1e-05, 0.08, 6.028284161637429, 2.123095179584772
381, 600, 0.01, 1e-05, 0.05, 6.103501696719109, 2.195592523770334
382, 600, 0.01, 1e-05, 0.03, 6.170402103659784, 2.222967042121444
383, 600, 0.01, 1e-05, 0.01, 6.074338029467594, 2.177034056948217
384, 600, 0.008, 8e-05, 0.8, 31.941469613098285, 3.229702000374304
385, 600, 0.008, 8e-05, 0.5, 6.966832741063899, 2.11230798323935
386, 600, 0.008, 8e-05, 0.3, 6.805283040872851, 2.133036434143718
387, 600, 0.008, 8e-05, 0.1, 6.5511251743219505, 2.166960034989539
388, 600, 0.008, 8e-05, 0.08, 6.392579398206522, 2.1901216855766856
389, 600, 0.008, 8e-05, 0.05, 6.357752125649355, 2.1948759635985136
390, 600, 0.008, 8e-05, 0.03, 6.584270529275767, 2.2397324030631984
391, 600, 0.008, 8e-05, 0.01, 6.497594802605358, 2.2594125049255376
392, 600, 0.008, 5e-05, 0.8, 32.06829378217197, 3.288852339534955
393, 600, 0.008, 5e-05, 0.5, 7.006170965432844, 2.1372072461822147
394, 600, 0.008, 5e-05, 0.3, 6.698889911879286, 2.112451884887585
395, 600, 0.008, 5e-05, 0.1, 6.539156223200541, 2.2091746778603953
396, 600, 0.008, 5e-05, 0.08, 6.314361849211204, 2.207552960050122
397, 600, 0.008, 5e-05, 0.05, 6.64354320600867, 2.246603661700138
398, 600, 0.008, 5e-05, 0.03, 6.5451946888175, 2.228097010230438
399, 600, 0.008, 5e-05, 0.01, 6.470187790744904, 2.254534283373684
400, 600, 0.008, 3e-05, 0.8, 36.7496010953757, 3.1365171067757167
401, 600, 0.008, 3e-05, 0.5, 6.848924768480572, 2.1314734376478643
402, 600, 0.008, 3e-05, 0.3, 6.61955736601647, 2.1479570898646125
403, 600, 0.008, 3e-05, 0.1, 6.461725107411202, 2.163285601712867
404, 600, 0.008, 3e-05, 0.08, 6.4434279298634465, 2.2079575958793027
405, 600, 0.008, 3e-05, 0.05, 6.349413604217521, 2.2013452896302126
406, 600, 0.008, 3e-05, 0.03, 6.622551888592135, 2.2156238072073102
407, 600, 0.008, 3e-05, 0.01, 6.453458321491889, 2.2277360769567975
408, 600, 0.008, 1e-05, 0.8, 38.24480022761374, 3.23591967558083
409, 600, 0.008, 1e-05, 0.5, 6.990444480299642, 2.170917689008864
410, 600, 0.008, 1e-05, 0.3, 6.460756848111815, 2.122306208310545
411, 600, 0.008, 1e-05, 0.1, 6.431439035484557, 2.133023150014785
412, 600, 0.008, 1e-05, 0.08, 6.5343806568767135, 2.1946428882855042
413, 600, 0.008, 1e-05, 0.05, 6.527750585842233, 2.2345096107034417
414, 600, 0.008, 1e-05, 0.03, 6.428252342370608, 2.2057424052091195
415, 600, 0.008, 1e-05, 0.01, 6.489471546076736, 2.2458294191643264
416, 600, 0.005, 8e-05, 0.8, 10.119723690664594, 2.292999213763013
417, 600, 0.005, 8e-05, 0.5, 7.199264814476011, 2.18729938990299
418, 600, 0.005, 8e-05, 0.3, 7.166409403125281, 2.2237354181217777
419, 600, 0.005, 8e-05, 0.1, 7.084601589537826, 2.2402208525491174
420, 600, 0.005, 8e-05, 0.08, 6.947916303727498, 2.309915136098924
421, 600, 0.005, 8e-05, 0.05, 7.006561221335353, 2.2795748729270344
422, 600, 0.005, 8e-05, 0.03, 7.061399690210943, 2.3601587402568334
423, 600, 0.005, 8e-05, 0.01, 7.223352321446862, 2.3709462338066376
424, 600, 0.005, 5e-05, 0.8, 10.827495922178848, 2.2864894464472365
425, 600, 0.005, 5e-05, 0.5, 7.350580622310427, 2.2411978958047403
426, 600, 0.005, 5e-05, 0.3, 7.152948079110152, 2.2301424238436693
427, 600, 0.005, 5e-05, 0.1, 7.027228980769715, 2.2481818863014205
428, 600, 0.005, 5e-05, 0.08, 7.0814555531171965, 2.289512084017163
429, 600, 0.005, 5e-05, 0.05, 7.049477754324658, 2.3083310345317964
430, 600, 0.005, 5e-05, 0.03, 7.277043542004321, 2.276634465497435
431, 600, 0.005, 5e-05, 0.01, 7.019723692651047, 2.3314467195916073
432, 600, 0.005, 3e-05, 0.8, 10.25483525857063, 2.258724862749644
433, 600, 0.005, 3e-05, 0.5, 7.362828165544653, 2.2299199524341953
434, 600, 0.005, 3e-05, 0.3, 7.044566010015032, 2.224901688488309
435, 600, 0.005, 3e-05, 0.1, 6.9587612004386115, 2.293018220755885
436, 600, 0.005, 3e-05, 0.08, 7.217348149750994, 2.316571825568593
437, 600, 0.005, 3e-05, 0.05, 6.990484162559184, 2.2851566509901904
438, 600, 0.005, 3e-05, 0.03, 7.119774090806992, 2.313693723482463
439, 600, 0.005, 3e-05, 0.01, 6.820345564108253, 2.2576328223657627
440, 600, 0.005, 1e-05, 0.8, 11.185538487513192, 2.305463302869255
441, 600, 0.005, 1e-05, 0.5, 7.3791823024904115, 2.236162513310083
442, 600, 0.005, 1e-05, 0.3, 7.082257549564619, 2.2175877932243333
443, 600, 0.005, 1e-05, 0.1, 7.188695077801367, 2.249306646452165
444, 600, 0.005, 1e-05, 0.08, 6.886483817367096, 2.2604514378815077
445, 600, 0.005, 1e-05, 0.05, 6.876395497482913, 2.2610759966587244
446, 600, 0.005, 1e-05, 0.03, 6.843818653918918, 2.220610502834431
447, 600, 0.005, 1e-05, 0.01, 6.900040897610017, 2.249262048766074
448, 600, 0.003, 8e-05, 0.8, 8.748205513088102, 2.341173776677558
449, 600, 0.003, 8e-05, 0.5, 7.876184086669764, 2.320556591620533
450, 600, 0.003, 8e-05, 0.3, 7.620229345715451, 2.2938392520775523
451, 600, 0.003, 8e-05, 0.1, 7.936568196083724, 2.338186338131334
452, 600, 0.003, 8e-05, 0.08, 7.751044552772191, 2.4098535231617135
453, 600, 0.003, 8e-05, 0.05, 7.943801311688594, 2.3904580563242757
454, 600, 0.003, 8e-05, 0.03, 7.909722985089995, 2.3980843098576217
455, 600, 0.003, 8e-05, 0.01, 7.866554683950982, 2.512884489243473
456, 600, 0.003, 5e-05, 0.8, 9.057957181233334, 2.3486573659937147
457, 600, 0.003, 5e-05, 0.5, 8.274110358831477, 2.385528153620862
458, 600, 0.003, 5e-05, 0.3, 7.69965778473104, 2.27130228582688
459, 600, 0.003, 5e-05, 0.1, 7.953322914548975, 2.403421966014359
460, 600, 0.003, 5e-05, 0.08, 7.777531792265232, 2.349624763089327
461, 600, 0.003, 5e-05, 0.05, 8.038589335181936, 2.414350418637544
462, 600, 0.003, 5e-05, 0.03, 7.81623372671114, 2.4258417687666105
463, 600, 0.003, 5e-05, 0.01, 7.580653370924641, 2.3838744356173303
464, 600, 0.003, 3e-05, 0.8, 9.043707340340998, 2.3009795846873353
465, 600, 0.003, 3e-05, 0.5, 7.751221252429113, 2.316048753734898
466, 600, 0.003, 3e-05, 0.3, 7.8262522582766225, 2.2739958566762137
467, 600, 0.003, 3e-05, 0.1, 7.8223241333578954, 2.39335297812987
468, 600, 0.003, 3e-05, 0.08, 7.752424506791892, 2.385061988499248
469, 600, 0.003, 3e-05, 0.05, 7.66002534795753, 2.3877615150511464
470, 600, 0.003, 3e-05, 0.03, 7.826021353080333, 2.427478556890646
471, 600, 0.003, 3e-05, 0.01, 7.939833734435849, 2.4092338860103513
472, 600, 0.003, 1e-05, 0.8, 9.158604130904669, 2.365028448258999
473, 600, 0.003, 1e-05, 0.5, 7.912690002626742, 2.3411035340162014
474, 600, 0.003, 1e-05, 0.3, 7.785806168532611, 2.319107516864487
475, 600, 0.003, 1e-05, 0.1, 7.451819775344636, 2.3514797077958525
476, 600, 0.003, 1e-05, 0.08, 7.495337797174908, 2.2987226489523294
477, 600, 0.003, 1e-05, 0.05, 7.582067610922046, 2.339802328240066
478, 600, 0.003, 1e-05, 0.03, 7.819412386793935, 2.409558841108988
479, 600, 0.003, 1e-05, 0.01, 7.96572226841751, 2.403696278916672
480, 600, 0.001, 8e-05, 0.8, 11.311893543267333, 2.7589613628114265
481, 600, 0.001, 8e-05, 0.5, 10.049406101734357, 2.648781865686838
482, 600, 0.001, 8e-05, 0.3, 10.205919789740925, 2.6681214022866646
483, 600, 0.001, 8e-05, 0.1, 10.027218926422293, 2.7153803203378146
484, 600, 0.001, 8e-05, 0.08, 10.557567675213662, 2.7288297422005554
485, 600, 0.001, 8e-05, 0.05, 10.144069467578095, 2.7235214853390346
486, 600, 0.001, 8e-05, 0.03, 11.266381156797985, 2.7863622318257852
487, 600, 0.001, 8e-05, 0.01, 10.773593433639551, 2.7672582127691934
488, 600, 0.001, 5e-05, 0.8, 10.76958763869684, 2.7204454702933303
489, 600, 0.001, 5e-05, 0.5, 10.530239700823412, 2.651177193002497
490, 600, 0.001, 5e-05, 0.3, 10.483545562676015, 2.7149953950476595
491, 600, 0.001, 5e-05, 0.1, 10.681408221579773, 2.7883050199389166
492, 600, 0.001, 5e-05, 0.08, 10.019768202638284, 2.6703376591236805
493, 600, 0.001, 5e-05, 0.05, 10.218367831426704, 2.758485309517807
494, 600, 0.001, 5e-05, 0.03, 10.132564342353001, 2.6909398793008767
495, 600, 0.001, 5e-05, 0.01, 10.478346769438435, 2.7927165301482715
496, 600, 0.001, 3e-05, 0.8, 11.440346865660665, 2.8307094582727372
497, 600, 0.001, 3e-05, 0.5, 10.704475205933585, 2.742597151649903
498, 600, 0.001, 3e-05, 0.3, 10.72327593648048, 2.7649315818022915
499, 600, 0.001, 3e-05, 0.1, 9.93085465087692, 2.6862782499630593
500, 600, 0.001, 3e-05, 0.08, 10.016148040054619, 2.6550402977611527
501, 600, 0.001, 3e-05, 0.05, 10.200255916736154, 2.6697228015054426
502, 600, 0.001, 3e-05, 0.03, 10.443117220116482, 2.755702177796581
503, 600, 0.001, 3e-05, 0.01, 10.876811771750697, 2.827018167728255
504, 600, 0.001, 1e-05, 0.8, 11.83144942766477, 2.7988755411120274
505, 600, 0.001, 1e-05, 0.5, 10.309523633005579, 2.709382660160027
506, 600, 0.001, 1e-05, 0.3, 10.090159428344048, 2.698943545823105
507, 600, 0.001, 1e-05, 0.1, 10.104323211383818, 2.714518885566261
508, 600, 0.001, 1e-05, 0.08, 10.17096486750314, 2.7222323670305757
509, 600, 0.001, 1e-05, 0.05, 10.46670992641541, 2.6713445488644956
510, 600, 0.001, 1e-05, 0.03, 9.927222433019221, 2.627744359680308
511, 600, 0.001, 1e-05, 0.01, 10.917860073638376, 2.7921691164154163
