0, 300, 0.08, 8e-05, 0.8, 438236.27318637155, 132.6760367498318
1, 300, 0.08, 8e-05, 0.5, 33.248464612219536, 3.636429575358754
2, 300, 0.08, 8e-05, 0.3, 45.05606258717582, 5.084871691217701
3, 300, 0.08, 8e-05, 0.1, 31.13105684209723, 4.238575375989085
4, 300, 0.08, 8e-05, 0.08, 52.61397683885921, 5.280898382257187
5, 300, 0.08, 8e-05, 0.05, 41.810130058731474, 5.300968305486175
6, 300, 0.08, 8e-05, 0.03, 42.750285885175245, 5.27503451392008
7, 300, 0.08, 8e-05, 0.01, 40.504392366842765, 5.045099844146369
8, 300, 0.08, 5e-05, 0.8, 438236.27318637155, 132.69361663989463
9, 300, 0.08, 5e-05, 0.5, 30.915432257591807, 2.8359243767817706
10, 300, 0.08, 5e-05, 0.3, 22.06538718918118, 3.0248876880400846
11, 300, 0.08, 5e-05, 0.1, 43.030671701757626, 5.19041386670653
12, 300, 0.08, 5e-05, 0.08, 29.80134044847211, 4.127307721679156
13, 300, 0.08, 5e-05, 0.05, 37.71682250939367, 4.9212997594248415
14, 300, 0.08, 5e-05, 0.03, 33.53174067213148, 4.476560071054216
15, 300, 0.08, 5e-05, 0.01, 35.57996913588678, 4.483635636041166
16, 300, 0.08, 3e-05, 0.8, 438236.27318637155, 132.70531923276783
17, 300, 0.08, 3e-05, 0.5, 41.963335901169394, 3.5620920558602536
18, 300, 0.08, 3e-05, 0.3, 27.60116038941201, 3.858204445621986
19, 300, 0.08, 3e-05, 0.1, 34.160202412336034, 4.44435350849926
20, 300, 0.08, 3e-05, 0.08, 35.83162430594848, 4.65926119758665
21, 300, 0.08, 3e-05, 0.05, 45.436997091988175, 5.362722433192245
22, 300, 0.08, 3e-05, 0.03, 33.71604397976644, 4.456602314702271
23, 300, 0.08, 3e-05, 0.01, 42.352199586397305, 5.313705544911974
24, 300, 0.08, 1e-05, 0.8, 438236.27318637155, 132.7170274521187
25, 300, 0.08, 1e-05, 0.5, 36.307838526507275, 3.218984982755682
26, 300, 0.08, 1e-05, 0.3, 38.182219151910815, 4.56216309851517
27, 300, 0.08, 1e-05, 0.1, 42.522805371362075, 5.2155857981818645
28, 300, 0.08, 1e-05, 0.08, 28.80962479292838, 3.9896324014190876
29, 300, 0.08, 1e-05, 0.05, 40.334794009621035, 5.0169720565049944
30, 300, 0.08, 1e-05, 0.03, 48.26783260688635, 5.083050818161457
31, 300, 0.08, 1e-05, 0.01, 36.77801034760153, 4.4175682093707325
32, 300, 0.05, 8e-05, 0.8, 438236.27318637155, 132.6799012288223
33, 300, 0.05, 8e-05, 0.5, 7.442166395765064, 2.071879304896889
34, 300, 0.05, 8e-05, 0.3, 7.5748036293143315, 2.0583449592868024
35, 300, 0.05, 8e-05, 0.1, 7.18577343580679, 2.1444471790414275
36, 300, 0.05, 8e-05, 0.08, 8.38895651989471, 2.1491098212953235
37, 300, 0.05, 8e-05, 0.05, 7.573870800624361, 2.184358992847199
38, 300, 0.05, 8e-05, 0.03, 7.421447322083084, 2.148885769977732
39, 300, 0.05, 8e-05, 0.01, 6.888620941084059, 2.1317063191402346
40, 300, 0.05, 5e-05, 0.8, 438236.27318637155, 132.69596964762275
41, 300, 0.05, 5e-05, 0.5, 8.54244806452029, 2.026920006472815
42, 300, 0.05, 5e-05, 0.3, 7.798548174237413, 2.052513350198746
43, 300, 0.05, 5e-05, 0.1, 7.228249725411213, 2.111615455335894
44, 300, 0.05, 5e-05, 0.08, 8.438299748248728, 2.18442332751021
