Configuration, Epochs, Learning Rate, Regularization, Momentum, Loss (MSE), Evaluation (MEE)
29, 300, 0.08, 1e-05, 0.05, 437562.4311848496, 522.8804528213398
30, 300, 0.08, 1e-05, 0.03, 384902.68035504146, 484.65118387747754
31, 300, 0.08, 1e-05, 0.01, 439665.1926787533, 595.0276908092125
32, 300, 0.05, 8e-05, 0.8, 545233.8172557901, 738.5121058776315
33, 300, 0.05, 8e-05, 0.5, 481075.513923232, 633.7737146545525
34, 300, 0.05, 8e-05, 0.3, 488832.2743910227, 282.2013842827224
35, 300, 0.05, 8e-05, 0.1, 128875.03260762354, 33.9794140884783
36, 300, 0.05, 8e-05, 0.08, 120.90220919862426, 5.453395081689938
37, 300, 0.05, 8e-05, 0.05, 47.60778035958269, 5.0153400221697355
38, 300, 0.05, 8e-05, 0.03, 40.15122566777899, 4.646108415925914
39, 300, 0.05, 8e-05, 0.01, 34.66824278333102, 4.487923178474819
40, 300, 0.05, 5e-05, 0.8, 541309.0688700925, 735.7170702653509
41, 300, 0.05, 5e-05, 0.5, 446701.0566968744, 607.3105214429172
42, 300, 0.05, 5e-05, 0.3, 489379.99708157853, 400.11899644750906
43, 300, 0.05, 5e-05, 0.1, 105237.15694750453, 20.87661618653557
44, 300, 0.05, 5e-05, 0.08, 35803.801753138585, 14.039950868283592
45, 300, 0.05, 5e-05, 0.05, 36.03074992055453, 4.236084392666898
46, 300, 0.05, 5e-05, 0.03, 47.702599011649795, 5.487112597309654
47, 300, 0.05, 5e-05, 0.01, 46.47388886918971, 5.4651977649999735
48, 300, 0.05, 3e-05, 0.8, 545233.8172557901, 738.5121058776315
49, 300, 0.05, 3e-05, 0.5, 468442.28694424185, 683.9847744840877
50, 300, 0.05, 3e-05, 0.3, 492768.694076953, 411.29099362700146
51, 300, 0.05, 3e-05, 0.1, 142637.8768220918, 43.74149786134517
52, 300, 0.05, 3e-05, 0.08, 108487.25418105566, 28.913680222260673
53, 300, 0.05, 3e-05, 0.05, 46.01883204108937, 4.981071065128788
54, 300, 0.05, 3e-05, 0.03, 44.34764096951297, 4.9079360619982335
55, 300, 0.05, 3e-05, 0.01, 40.73759367316552, 4.919429189786545
56, 300, 0.05, 1e-05, 0.8, 545233.8172557901, 738.5121058776315
57, 300, 0.05, 1e-05, 0.5, 477034.6866334646, 568.559367289922
58, 300, 0.05, 1e-05, 0.3, 519862.25607009244, 521.2202111194359
59, 300, 0.05, 1e-05, 0.1, 175841.74341615458, 60.25492933852799
60, 300, 0.05, 1e-05, 0.08, 80789.21684648038, 19.622256946426
61, 300, 0.05, 1e-05, 0.05, 36.37227421644448, 4.470027421520396
62, 300, 0.05, 1e-05, 0.03, 36.7092693398668, 4.452713587844245
63, 300, 0.05, 1e-05, 0.01, 47.047024934990084, 5.311821063030832
64, 300, 0.03, 8e-05, 0.8, 545233.8172557901, 738.5121058776315
65, 300, 0.03, 8e-05, 0.5, 435861.2223879544, 555.153355460074
66, 300, 0.03, 8e-05, 0.3, 350628.80429429014, 27.011588209675033
67, 300, 0.03, 8e-05, 0.1, 45.01791837835096, 4.716016760917184
68, 300, 0.03, 8e-05, 0.08, 46.056961731526364, 4.79827811472861
69, 300, 0.03, 8e-05, 0.05, 42.4157823735957, 4.514045375855183
70, 300, 0.03, 8e-05, 0.03, 46.1394482640797, 5.507846096721954
71, 300, 0.03, 8e-05, 0.01, 43.45750328005616, 5.326478316139658
72, 300, 0.03, 5e-05, 0.8, 545233.8172557901, 738.5121058776315
73, 300, 0.03, 5e-05, 0.5, 378625.19485521, 575.7871147139923
74, 300, 0.03, 5e-05, 0.3, 175594.46291089128, 14.548646174681608
75, 300, 0.03, 5e-05, 0.1, 36.483301966551, 4.320994739084517
76, 300, 0.03, 5e-05, 0.08, 26.422231583945653, 3.3380048894018417
77, 300, 0.03, 5e-05, 0.05, 50.41677652871672, 5.424394695426912
78, 300, 0.03, 5e-05, 0.03, 41.909205798663244, 5.282307493705093
79, 300, 0.03, 5e-05, 0.01, 45.74755797259265, 5.186797244190082
80, 300, 0.03, 3e-05, 0.8, 545233.8172557901, 738.5121058776315
81, 300, 0.03, 3e-05, 0.5, 399891.5644953588, 582.6839177405093
82, 300, 0.03, 3e-05, 0.3, 350632.91589558637, 28.257593982370302
83, 300, 0.03, 3e-05, 0.1, 51.31172392576623, 4.812357273149457
84, 300, 0.03, 3e-05, 0.08, 40.12138031211562, 4.476734901086503
85, 300, 0.03, 3e-05, 0.05, 42.64902817570831, 4.689805681935437
86, 300, 0.03, 3e-05, 0.03, 41.45908385326844, 5.0682629080788555
87, 300, 0.03, 3e-05, 0.01, 39.54537667052091, 5.171260907840628
88, 300, 0.03, 1e-05, 0.8, 545233.8172557901, 738.5121058776315
89, 300, 0.03, 1e-05, 0.5, 441999.7702883983, 542.6206050299098
90, 300, 0.03, 1e-05, 0.3, 263055.53630509425, 21.45198814308554
91, 300, 0.03, 1e-05, 0.1, 42.55213569938692, 4.784917471054265
92, 300, 0.03, 1e-05, 0.08, 34.87071510621387, 4.060149690691643
93, 300, 0.03, 1e-05, 0.05, 50.00477448624579, 5.63581155174598
94, 300, 0.03, 1e-05, 0.03, 40.10322041899282, 5.005379379389589
95, 300, 0.03, 1e-05, 0.01, 47.23088364149574, 5.43847302020328
96, 300, 0.01, 8e-05, 0.8, 438236.27318637155, 661.4878941223685
97, 300, 0.01, 8e-05, 0.5, 9.867793641541663, 2.166731008527785
98, 300, 0.01, 8e-05, 0.3, 6.917201487760797, 2.1161118196364352
99, 300, 0.01, 8e-05, 0.1, 6.637829112725496, 2.097441962579445
100, 300, 0.01, 8e-05, 0.08, 6.487471500533533, 2.07865862907853
101, 300, 0.01, 8e-05, 0.05, 6.477873272865895, 2.081650443355478
102, 300, 0.01, 8e-05, 0.03, 6.285918746831597, 2.054580734957098
103, 300, 0.01, 8e-05, 0.01, 6.259447839339499, 2.0482442233353373
104, 300, 0.01, 5e-05, 0.8, 438236.27318637155, 661.4878941223685
105, 300, 0.01, 5e-05, 0.5, 10.014068475423894, 2.2075962904923903
106, 300, 0.01, 5e-05, 0.3, 6.9703962947242335, 2.118630522274409
107, 300, 0.01, 5e-05, 0.1, 6.393570613149409, 2.0901183936470193
108, 300, 0.01, 5e-05, 0.08, 6.403521062846879, 2.076519513271985
109, 300, 0.01, 5e-05, 0.05, 6.386846634695903, 2.0755056263070806
110, 300, 0.01, 5e-05, 0.03, 6.25913648310925, 2.0709896421749834
111, 300, 0.01, 5e-05, 0.01, 6.363398232594266, 2.0826993319907094
112, 300, 0.01, 3e-05, 0.8, 438236.27318637155, 661.4878941223685
113, 300, 0.01, 3e-05, 0.5, 10.019589017238097, 2.2039214698696026
114, 300, 0.01, 3e-05, 0.3, 6.988434991628184, 2.1148128569371276
115, 300, 0.01, 3e-05, 0.1, 6.400315455832841, 2.0735041691869474
116, 300, 0.01, 3e-05, 0.08, 6.591188796237281, 2.0943271552209644
117, 300, 0.01, 3e-05, 0.05, 6.379628356866499, 2.075750252910272
118, 300, 0.01, 3e-05, 0.03, 6.304879767574832, 2.090104079743439
119, 300, 0.01, 3e-05, 0.01, 6.244059864133029, 2.05034317286053
120, 300, 0.01, 1e-05, 0.8, 438236.27318637155, 657.2092771502681
121, 300, 0.01, 1e-05, 0.5, 10.000226559004851, 2.21704939078255
122, 300, 0.01, 1e-05, 0.3, 6.902804453590218, 2.1172801275742152
123, 300, 0.01, 1e-05, 0.1, 6.456152549760004, 2.0727228399322386
124, 300, 0.01, 1e-05, 0.08, 6.460205266965888, 2.08993937358762
125, 300, 0.01, 1e-05, 0.05, 6.467457293042673, 2.0814758388145096
126, 300, 0.01, 1e-05, 0.03, 6.263131465692878, 2.0713759217882055
127, 300, 0.01, 1e-05, 0.01, 6.299602637361188, 2.0573087336360025
128, 300, 0.008, 8e-05, 0.8, 422130.8380655361, 661.4878941223685
129, 300, 0.008, 8e-05, 0.5, 8.189598833830727, 2.2073951355172925
130, 300, 0.008, 8e-05, 0.3, 7.154268004132499, 2.178572097048571
131, 300, 0.008, 8e-05, 0.1, 6.764489943295864, 2.106388776556535
132, 300, 0.008, 8e-05, 0.08, 6.752255018386127, 2.1441021069172854
133, 300, 0.008, 8e-05, 0.05, 6.409038721909917, 2.061303259626749
134, 300, 0.008, 8e-05, 0.03, 6.405880216522819, 2.0935406617058505
135, 300, 0.008, 8e-05, 0.01, 6.4664520761911914, 2.0820091713445095
136, 300, 0.008, 5e-05, 0.8, 389204.0036033938, 661.4878941223685
137, 300, 0.008, 5e-05, 0.5, 8.551638966849444, 2.212860119440698
138, 300, 0.008, 5e-05, 0.3, 6.914372221426623, 2.141336132177188
139, 300, 0.008, 5e-05, 0.1, 6.658787138171498, 2.1077174642544714
140, 300, 0.008, 5e-05, 0.08, 6.592941802456953, 2.0963720996750475
141, 300, 0.008, 5e-05, 0.05, 6.413728941110129, 2.0826303101948986
142, 300, 0.008, 5e-05, 0.03, 6.590979395885543, 2.0974272748677825
143, 300, 0.008, 5e-05, 0.01, 6.479640502182976, 2.120645159989741
144, 300, 0.008, 3e-05, 0.8, 412122.4133923097, 655.8592175448993
145, 300, 0.008, 3e-05, 0.5, 8.765981427511203, 2.22779584592167
146, 300, 0.008, 3e-05, 0.3, 7.008909532699677, 2.149997109539089
147, 300, 0.008, 3e-05, 0.1, 6.754707379191293, 2.1046101842536107
148, 300, 0.008, 3e-05, 0.08, 6.660033332997797, 2.146687588230587
149, 300, 0.008, 3e-05, 0.05, 6.453512634521331, 2.1008894959782434
150, 300, 0.008, 3e-05, 0.03, 6.473100332326868, 2.085800349154426
151, 300, 0.008, 3e-05, 0.01, 6.57621540028862, 2.1042306382043647
152, 300, 0.008, 1e-05, 0.8, 404902.798509016, 661.4878941223685
153, 300, 0.008, 1e-05, 0.5, 8.917693689306171, 2.2253020891342628
154, 300, 0.008, 1e-05, 0.3, 7.136306426567662, 2.163348081287519
155, 300, 0.008, 1e-05, 0.1, 6.620800472375045, 2.073796134316279
156, 300, 0.008, 1e-05, 0.08, 6.703537652751187, 2.1248233470110938
157, 300, 0.008, 1e-05, 0.05, 6.6415112349632635, 2.11766554954108
158, 300, 0.008, 1e-05, 0.03, 6.578659434202739, 2.127986571965935
159, 300, 0.008, 1e-05, 0.01, 6.557148780939106, 2.109795677993602
160, 300, 0.005, 8e-05, 0.8, 111.39970389511919, 4.669742045512985
161, 300, 0.005, 8e-05, 0.5, 8.253707498114029, 2.353460865668267
162, 300, 0.005, 8e-05, 0.3, 7.632417286785605, 2.2447939421043723
163, 300, 0.005, 8e-05, 0.1, 7.034700214875862, 2.184080132717613
164, 300, 0.005, 8e-05, 0.08, 7.10015492966, 2.2148637137692355
165, 300, 0.005, 8e-05, 0.05, 7.064186638247453, 2.1784343311863603
166, 300, 0.005, 8e-05, 0.03, 6.741377184682905, 2.153125810350835
167, 300, 0.005, 8e-05, 0.01, 6.963768030825575, 2.1883007532120056
168, 300, 0.005, 5e-05, 0.8, 112.19401934409306, 4.782039633590912
169, 300, 0.005, 5e-05, 0.5, 8.508195970955601, 2.3856567641666744
170, 300, 0.005, 5e-05, 0.3, 7.62248432836549, 2.3124193380164115
171, 300, 0.005, 5e-05, 0.1, 7.240718391449559, 2.1998634820373915
172, 300, 0.005, 5e-05, 0.08, 7.3001607850487105, 2.2234889825268422
173, 300, 0.005, 5e-05, 0.05, 7.060866840299873, 2.1883246786008224
174, 300, 0.005, 5e-05, 0.03, 7.107766929313273, 2.1597499412681667
175, 300, 0.005, 5e-05, 0.01, 6.9512553247401865, 2.1933662017319753
176, 300, 0.005, 3e-05, 0.8, 102.6385554411036, 5.130889944121938
177, 300, 0.005, 3e-05, 0.5, 8.568010953773914, 2.3809102074100155
178, 300, 0.005, 3e-05, 0.3, 7.721941007838836, 2.262002683357543
179, 300, 0.005, 3e-05, 0.1, 7.066503817160641, 2.219275867161568
180, 300, 0.005, 3e-05, 0.08, 7.253063737477609, 2.185245573446184
181, 300, 0.005, 3e-05, 0.05, 7.242114103371184, 2.1630830193309665
182, 300, 0.005, 3e-05, 0.03, 6.882688967701552, 2.17774679647341
183, 300, 0.005, 3e-05, 0.01, 6.980064934470261, 2.2161590767465094
184, 300, 0.005, 1e-05, 0.8, 90.21541992463649, 4.720216786530913
185, 300, 0.005, 1e-05, 0.5, 8.540076391935784, 2.3965673520540283
186, 300, 0.005, 1e-05, 0.3, 7.81291862567358, 2.3034993968543245
187, 300, 0.005, 1e-05, 0.1, 7.127529046751491, 2.1804622253951944
188, 300, 0.005, 1e-05, 0.08, 7.163212928162027, 2.174839813664127
189, 300, 0.005, 1e-05, 0.05, 6.949282528905838, 2.182553259312857
190, 300, 0.005, 1e-05, 0.03, 6.971354966007885, 2.175326440773989
191, 300, 0.005, 1e-05, 0.01, 6.9296567457521006, 2.1681774366597493
192, 300, 0.003, 8e-05, 0.8, 20.683316516366048, 3.621361995635413
193, 300, 0.003, 8e-05, 0.5, 10.770218673343608, 2.69247839575145
194, 300, 0.003, 8e-05, 0.3, 9.333713510366302, 2.474021213084697
195, 300, 0.003, 8e-05, 0.1, 8.01444522488275, 2.359206479705766
196, 300, 0.003, 8e-05, 0.08, 8.117997755227883, 2.3707124133985458
197, 300, 0.003, 8e-05, 0.05, 8.009979615390932, 2.336016314733902
198, 300, 0.003, 8e-05, 0.03, 7.819193379405975, 2.305470369583014
199, 300, 0.003, 8e-05, 0.01, 7.871849912217753, 2.3631192195536803
200, 300, 0.003, 5e-05, 0.8, 19.816098993478178, 3.605563859694861
201, 300, 0.003, 5e-05, 0.5, 10.631024196177318, 2.6930042382089745
202, 300, 0.003, 5e-05, 0.3, 9.183473255315366, 2.4921917403822427
203, 300, 0.003, 5e-05, 0.1, 8.205387158494835, 2.4038498513308544
204, 300, 0.003, 5e-05, 0.08, 8.104234038016276, 2.3638451805877443
205, 300, 0.003, 5e-05, 0.05, 8.229733398866689, 2.356603209069067
206, 300, 0.003, 5e-05, 0.03, 7.917895860443968, 2.3205170801295583
207, 300, 0.003, 5e-05, 0.01, 7.812822491550738, 2.2706544286749426
208, 300, 0.003, 3e-05, 0.8, 19.407469426238002, 3.536560868860602
209, 300, 0.003, 3e-05, 0.5, 11.11829299677242, 2.7380918752008436
210, 300, 0.003, 3e-05, 0.3, 8.738695275169793, 2.4935728681867904
211, 300, 0.003, 3e-05, 0.1, 8.138217259974152, 2.371517897287342
212, 300, 0.003, 3e-05, 0.08, 8.070350101175038, 2.3761702258080764
213, 300, 0.003, 3e-05, 0.05, 8.094415295499434, 2.312632713708356
214, 300, 0.003, 3e-05, 0.03, 8.09599147303953, 2.339150519560618
215, 300, 0.003, 3e-05, 0.01, 8.059624456350502, 2.3730742336457054
216, 300, 0.003, 1e-05, 0.8, 17.675373809016158, 3.4957595645694206
217, 300, 0.003, 1e-05, 0.5, 11.88922598634974, 2.835675611732688
218, 300, 0.003, 1e-05, 0.3, 9.441865455395227, 2.5218867297259537
219, 300, 0.003, 1e-05, 0.1, 8.222873200590197, 2.373740628898049
220, 300, 0.003, 1e-05, 0.08, 8.19567066433699, 2.3494129169357825
221, 300, 0.003, 1e-05, 0.05, 8.14628505988269, 2.3431431798935813
222, 300, 0.003, 1e-05, 0.03, 8.244788732602933, 2.356246122035926
223, 300, 0.003, 1e-05, 0.01, 8.249036750504315, 2.3712937570976926
224, 300, 0.001, 8e-05, 0.8, 40.8630571105915, 5.282284989142787
225, 300, 0.001, 8e-05, 0.5, 26.87095250120413, 4.256750424227464
226, 300, 0.001, 8e-05, 0.3, 20.865735627278106, 3.6295083689068255
227, 300, 0.001, 8e-05, 0.1, 15.46848180341803, 3.200290134806921
228, 300, 0.001, 8e-05, 0.08, 14.655405857358591, 3.097061204829581
229, 300, 0.001, 8e-05, 0.05, 14.744210494381292, 3.126979877846356
230, 300, 0.001, 8e-05, 0.03, 15.54627141227706, 3.2307682186546067
231, 300, 0.001, 8e-05, 0.01, 15.310356456286836, 3.137806959553403
232, 300, 0.001, 5e-05, 0.8, 39.93239673153873, 5.213141430174927
233, 300, 0.001, 5e-05, 0.5, 29.919127670400275, 4.458883494640747
234, 300, 0.001, 5e-05, 0.3, 20.754830205292116, 3.6997336107138445
235, 300, 0.001, 5e-05, 0.1, 15.360998444137303, 3.178547288334623
236, 300, 0.001, 5e-05, 0.08, 14.906048581646644, 3.133937252224286
237, 300, 0.001, 5e-05, 0.05, 15.481617031097741, 3.1974590001440033
238, 300, 0.001, 5e-05, 0.03, 15.031263471500534, 3.1950891184819423
239, 300, 0.001, 5e-05, 0.01, 14.235538647071158, 3.122417187236323
240, 300, 0.001, 3e-05, 0.8, 39.37444660153649, 5.201860326020925
241, 300, 0.001, 3e-05, 0.5, 29.77307716982234, 4.460961038933288
242, 300, 0.001, 3e-05, 0.3, 21.368177211546318, 3.6801591374255667
243, 300, 0.001, 3e-05, 0.1, 16.623509067785907, 3.300167506211628
244, 300, 0.001, 3e-05, 0.08, 15.175503055843095, 3.2440710904424903
245, 300, 0.001, 3e-05, 0.05, 16.616252459861727, 3.260712763944233
246, 300, 0.001, 3e-05, 0.03, 16.051153589527864, 3.1921945566090546
247, 300, 0.001, 3e-05, 0.01, 15.449603903002934, 3.1800826515360616
248, 300, 0.001, 1e-05, 0.8, 39.39275433351092, 5.166873715177158
249, 300, 0.001, 1e-05, 0.5, 30.592374632002947, 4.51069644821264
250, 300, 0.001, 1e-05, 0.3, 21.456504929626497, 3.7120125645657467
251, 300, 0.001, 1e-05, 0.1, 17.176501054563367, 3.3584432941214786
252, 300, 0.001, 1e-05, 0.08, 16.12328918736059, 3.234718163633817
253, 300, 0.001, 1e-05, 0.05, 15.730848952601798, 3.2060235904297016
254, 300, 0.001, 1e-05, 0.03, 14.918211783422496, 3.1666179954806912
255, 300, 0.001, 1e-05, 0.01, 15.692814046647644, 3.216152927996345
256, 600, 0.08, 8e-05, 0.8, 545233.8172557901, 679.0297667415712
257, 600, 0.08, 8e-05, 0.5, 460270.67881041067, 700.9219655638246
258, 600, 0.08, 8e-05, 0.3, 499728.6267264878, 600.4697953047471
259, 600, 0.08, 8e-05, 0.1, 422027.12921442493, 540.7243978318844
260, 600, 0.08, 8e-05, 0.08, 480908.40363788314, 691.9310640600877
261, 600, 0.08, 8e-05, 0.05, 511989.416698232, 648.6567989392694
262, 600, 0.08, 8e-05, 0.03, 410134.9383736764, 563.3510207904926
263, 600, 0.08, 8e-05, 0.01, 395028.4076820078, 517.6592625979913
264, 600, 0.08, 5e-05, 0.8, 545233.8172557901, 694.9223981399123
265, 600, 0.08, 5e-05, 0.5, 428319.29008731124, 707.044766471171
266, 600, 0.08, 5e-05, 0.3, 488496.6679772022, 552.989807366487
267, 600, 0.08, 5e-05, 0.1, 478580.52188093925, 587.5256508619462
268, 600, 0.08, 5e-05, 0.08, 521626.97044044116, 680.1052761924111
269, 600, 0.08, 5e-05, 0.05, 474221.53731154616, 625.3115244643219
270, 600, 0.08, 5e-05, 0.03, 418320.8785390915, 542.4847136435845
271, 600, 0.08, 5e-05, 0.01, 401256.7922934004, 490.733494529347
272, 600, 0.08, 3e-05, 0.8, 545233.8172557901, 709.5603282793859
273, 600, 0.08, 3e-05, 0.5, 476078.4481920692, 673.8488213081653
274, 600, 0.08, 3e-05, 0.3, 464361.25564181944, 540.9440287747473
275, 600, 0.08, 3e-05, 0.1, 503877.00589724845, 601.3421942810943
276, 600, 0.08, 3e-05, 0.08, 436797.3560909204, 588.8717136864118
277, 600, 0.08, 3e-05, 0.05, 471987.4287942988, 604.6477234341961
278, 600, 0.08, 3e-05, 0.03, 505418.0894825343, 603.9366009528293
279, 600, 0.08, 3e-05, 0.01, 454828.0067930063, 474.95438081876654
280, 600, 0.08, 1e-05, 0.8, 545233.8172557901, 708.9998657416666
281, 600, 0.08, 1e-05, 0.5, 467041.90245486813, 667.8773679430725
282, 600, 0.08, 1e-05, 0.3, 494700.51873265055, 513.7316521036486
283, 600, 0.08, 1e-05, 0.1, 480908.40363788314, 652.9841348133052
284, 600, 0.08, 1e-05, 0.08, 456747.86304482614, 605.3761166686052
285, 600, 0.08, 1e-05, 0.05, 438204.97846318624, 585.5286669284953
286, 600, 0.08, 1e-05, 0.03, 474215.44353931595, 577.0470760745471
287, 600, 0.08, 1e-05, 0.01, 494750.5938876838, 566.8698855595372
288, 600, 0.05, 8e-05, 0.8, 541297.3975698599, 575.5383881700106
289, 600, 0.05, 8e-05, 0.5, 471740.8497408164, 688.6984771462155
290, 600, 0.05, 8e-05, 0.3, 498469.82813323196, 367.9350086887232
291, 600, 0.05, 8e-05, 0.1, 242802.95163064374, 62.688187028006574
292, 600, 0.05, 8e-05, 0.08, 38528.72470009013, 9.60018810962651
293, 600, 0.05, 8e-05, 0.05, 46.21631080617033, 4.77474517605682
294, 600, 0.05, 8e-05, 0.03, 44.076818814227025, 4.967877368736117
295, 600, 0.05, 8e-05, 0.01, 30.69795501928204, 4.112883976126904
296, 600, 0.05, 5e-05, 0.8, 545233.8172557901, 621.0841191090346
297, 600, 0.05, 5e-05, 0.5, 404269.1995878956, 644.1463424362221
298, 600, 0.05, 5e-05, 0.3, 491812.4556355576, 475.1629235249021
299, 600, 0.05, 5e-05, 0.1, 149082.26073835936, 42.4523752978009
300, 600, 0.05, 5e-05, 0.08, 82705.42101420098, 17.121290530831846
301, 600, 0.05, 5e-05, 0.05, 47.00967756231594, 4.912258508876144
302, 600, 0.05, 5e-05, 0.03, 42.862111501809544, 4.93663619021446
303, 600, 0.05, 5e-05, 0.01, 49.506369440332605, 5.023945663991793
304, 600, 0.05, 3e-05, 0.8, 545233.8172557901, 632.814232198583
305, 600, 0.05, 3e-05, 0.5, 466139.898344556, 589.5613817942163
306, 600, 0.05, 3e-05, 0.3, 491749.75295404595, 484.0761767589582
307, 600, 0.05, 3e-05, 0.1, 168440.50587722223, 40.404878844610536
308, 600, 0.05, 3e-05, 0.08, 98931.0286853803, 25.98941233795897
309, 600, 0.05, 3e-05, 0.05, 45.1677316900266, 4.989981072251386
310, 600, 0.05, 3e-05, 0.03, 36.5721896908317, 4.633476503063245
311, 600, 0.05, 3e-05, 0.01, 42.653522309250995, 4.98388986215566
312, 600, 0.05, 1e-05, 0.8, 545233.8172557901, 597.8041164202834
313, 600, 0.05, 1e-05, 0.5, 502363.53425625525, 586.9395128193487
314, 600, 0.05, 1e-05, 0.3, 469422.1835660954, 360.02346187193587
315, 600, 0.05, 1e-05, 0.1, 205023.30684853691, 52.025423772757144
316, 600, 0.05, 1e-05, 0.08, 41194.75134638075, 9.838711241705598
317, 600, 0.05, 1e-05, 0.05, 44.76224818740455, 4.908474077512664
318, 600, 0.05, 1e-05, 0.03, 37.40414240743122, 4.302088719283109
319, 600, 0.05, 1e-05, 0.01, 37.315539338449476, 4.696658403074446
320, 600, 0.03, 8e-05, 0.8, 545233.8172557901, 738.5121058776315
321, 600, 0.03, 8e-05, 0.5, 435149.41092314915, 603.7581974807538
322, 600, 0.03, 8e-05, 0.3, 219454.72386527917, 17.851300092041598
323, 600, 0.03, 8e-05, 0.1, 38.44045556672315, 4.790557211756772
324, 600, 0.03, 8e-05, 0.08, 37.77898658727432, 4.670764844585726
325, 600, 0.03, 8e-05, 0.05, 44.26134808745839, 5.280527180219679
326, 600, 0.03, 8e-05, 0.03, 43.34473712636143, 5.408532842888106
327, 600, 0.03, 8e-05, 0.01, 44.61754860905696, 5.361352397896113
328, 600, 0.03, 5e-05, 0.8, 545233.8172557901, 738.5121058776315
329, 600, 0.03, 5e-05, 0.5, 408731.2943728982, 592.344351382063
330, 600, 0.03, 5e-05, 0.3, 306858.0179772732, 22.918082446970185
331, 600, 0.03, 5e-05, 0.1, 43.31080252168571, 4.290251887443266
332, 600, 0.03, 5e-05, 0.08, 35.12454605887368, 4.267433714782174
333, 600, 0.03, 5e-05, 0.05, 46.031812540816624, 5.344415542643043
334, 600, 0.03, 5e-05, 0.03, 45.62045017864223, 5.4037058729258955
335, 600, 0.03, 5e-05, 0.01, 42.4894369433537, 5.132858032821003
336, 600, 0.03, 3e-05, 0.8, 545233.8172557901, 738.5121058776315
337, 600, 0.03, 3e-05, 0.5, 427592.15662824287, 566.5695671570384
338, 600, 0.03, 3e-05, 0.3, 350661.52786981454, 26.817431835252556
339, 600, 0.03, 3e-05, 0.1, 39.44382531345961, 4.421427710694809
340, 600, 0.03, 3e-05, 0.08, 44.141016243348574, 5.264293090342046
341, 600, 0.03, 3e-05, 0.05, 47.00888123355314, 5.508256440265883
342, 600, 0.03, 3e-05, 0.03, 48.90328752448013, 5.255127134671833
343, 600, 0.03, 3e-05, 0.01, 50.101479071694435, 5.789603329275154
344, 600, 0.03, 1e-05, 0.8, 545233.8172557901, 738.5121058776315
345, 600, 0.03, 1e-05, 0.5, 452155.49459702225, 617.4719707078899
346, 600, 0.03, 1e-05, 0.3, 306808.26722930727, 24.746082240700726
347, 600, 0.03, 1e-05, 0.1, 50.3138227773787, 4.174826296511798
348, 600, 0.03, 1e-05, 0.08, 45.17186702735999, 5.31121555693511
349, 600, 0.03, 1e-05, 0.05, 42.180835055454374, 5.259377338600632
350, 600, 0.03, 1e-05, 0.03, 43.111516834962494, 5.332226639091264
351, 600, 0.03, 1e-05, 0.01, 46.70777213390302, 5.635170985603958
352, 600, 0.01, 8e-05, 0.8, 476190.884088422, 731.725854682819
353, 600, 0.01, 8e-05, 0.5, 7.831397445156583, 2.0477253703144727
