Configuration, Epochs, Learning Rate, Regularization, Momentum, Loss (MSE), Evaluation (MEE)
349, 600, 0.03, 1e-05, 0.05, 5.138804894192569, 2.041733247465592
350, 600, 0.03, 1e-05, 0.03, 5.149944648449475, 2.0539306262716632
351, 600, 0.03, 1e-05, 0.01, 4.969984961212665, 2.0047786159407552
352, 600, 0.01, 8e-05, 0.8, 28.137804405706152, 2.910265528288036
353, 600, 0.01, 8e-05, 0.5, 6.894070134683423, 2.196476091818206
354, 600, 0.01, 8e-05, 0.3, 6.359285969349951, 2.1369188398077354
355, 600, 0.01, 8e-05, 0.1, 6.016888640836983, 2.1574372486756737
356, 600, 0.01, 8e-05, 0.08, 5.900687523451281, 2.114028894413715
357, 600, 0.01, 8e-05, 0.05, 6.322511795216314, 2.207961899180706
358, 600, 0.01, 8e-05, 0.03, 6.149066738810129, 2.1597413646238897
359, 600, 0.01, 8e-05, 0.01, 5.9588794529308515, 2.197300126164046
360, 600, 0.01, 5e-05, 0.8, 21.40548941835855, 2.707023756173845
361, 600, 0.01, 5e-05, 0.5, 6.844183196976724, 2.1210432076493575
362, 600, 0.01, 5e-05, 0.3, 6.392077560472698, 2.1269698723826416
363, 600, 0.01, 5e-05, 0.1, 6.030111691899033, 2.1182018721033233
364, 600, 0.01, 5e-05, 0.08, 6.256349872777138, 2.14310624984137
365, 600, 0.01, 5e-05, 0.05, 5.882648417877713, 2.18680699980042
366, 600, 0.01, 5e-05, 0.03, 6.029397757417518, 2.2067379466301706
367, 600, 0.01, 5e-05, 0.01, 6.013205278876226, 2.1648008739950577
368, 600, 0.01, 3e-05, 0.8, 20.998325073761933, 2.676012440274659
369, 600, 0.01, 3e-05, 0.5, 6.781931651986801, 2.1379502911848016
370, 600, 0.01, 3e-05, 0.3, 6.348340953360776, 2.0928496802518834
371, 600, 0.01, 3e-05, 0.1, 5.880006678684105, 2.189723315258972
372, 600, 0.01, 3e-05, 0.08, 6.050331736221429, 2.1170077637280036
373, 600, 0.01, 3e-05, 0.05, 6.029929519360831, 2.1573916577717633
374, 600, 0.01, 3e-05, 0.03, 5.9633737768658985, 2.1677623052309736
375, 600, 0.01, 3e-05, 0.01, 5.956888895853045, 2.136878308023664
376, 600, 0.01, 1e-05, 0.8, 22.103168668855023, 2.6889821483184546
377, 600, 0.01, 1e-05, 0.5, 6.942824687023107, 2.1099922800895983
378, 600, 0.01, 1e-05, 0.3, 6.423056169407675, 2.0874789450205653
379, 600, 0.01, 1e-05, 0.1, 5.927739977209002, 2.1165814423352236
380, 600, 0.01, 1e-05, 0.08, 6.178226603125752, 2.1113123105692115
381, 600, 0.01, 1e-05, 0.05, 6.0200979287468215, 2.1311891507538863
382, 600, 0.01, 1e-05, 0.03, 5.9127978873255245, 2.1404456770695166
383, 600, 0.01, 1e-05, 0.01, 6.095914246974408, 2.1772619898426546
384, 600, 0.008, 8e-05, 0.8, 16.446153853474105, 2.5989434964285025
385, 600, 0.008, 8e-05, 0.5, 7.201633127770781, 2.2008179759163085
386, 600, 0.008, 8e-05, 0.3, 6.631647555219222, 2.2044172849884345
387, 600, 0.008, 8e-05, 0.1, 6.2506802051132615, 2.1380147301802874
388, 600, 0.008, 8e-05, 0.08, 6.413135989703351, 2.2119643569452263
389, 600, 0.008, 8e-05, 0.05, 6.126028007423434, 2.1762017156844644
390, 600, 0.008, 8e-05, 0.03, 6.4382729799456175, 2.278247024917183
391, 600, 0.008, 8e-05, 0.01, 6.352899118703759, 2.2462622785911663
392, 600, 0.008, 5e-05, 0.8, 17.79402744998187, 2.543115577103672
393, 600, 0.008, 5e-05, 0.5, 7.082502945059055, 2.2289950045479996
394, 600, 0.008, 5e-05, 0.3, 6.576570048967191, 2.154794563455433
395, 600, 0.008, 5e-05, 0.1, 6.283922146300045, 2.2272096836246718
396, 600, 0.008, 5e-05, 0.08, 6.416483808913101, 2.2236271934807847
397, 600, 0.008, 5e-05, 0.05, 6.429794316025005, 2.2314316606500575
398, 600, 0.008, 5e-05, 0.03, 6.122854731880208, 2.190160356530349
399, 600, 0.008, 5e-05, 0.01, 6.303496495133702, 2.172761071286711
400, 600, 0.008, 3e-05, 0.8, 20.970526401645238, 2.7239244361771293
401, 600, 0.008, 3e-05, 0.5, 7.283839533136747, 2.1985336529217046
402, 600, 0.008, 3e-05, 0.3, 6.641625443942331, 2.166577188747781
403, 600, 0.008, 3e-05, 0.1, 6.315616225769864, 2.2158050086870102
404, 600, 0.008, 3e-05, 0.08, 6.297271709843537, 2.219514426163006
405, 600, 0.008, 3e-05, 0.05, 6.371940155226347, 2.201828844514469
406, 600, 0.008, 3e-05, 0.03, 6.084470445088505, 2.173288675079064
407, 600, 0.008, 3e-05, 0.01, 6.217975645967366, 2.1945800049565714
408, 600, 0.008, 1e-05, 0.8, 18.54392293557111, 2.6597174044058773
409, 600, 0.008, 1e-05, 0.5, 7.109899657372685, 2.1773015775122864
410, 600, 0.008, 1e-05, 0.3, 6.679412647601261, 2.165641255076669
411, 600, 0.008, 1e-05, 0.1, 6.359919230073941, 2.181618869518856
412, 600, 0.008, 1e-05, 0.08, 6.226912481619015, 2.1922409718390834
413, 600, 0.008, 1e-05, 0.05, 6.290768389261823, 2.2309067056690552
414, 600, 0.008, 1e-05, 0.03, 6.383622679478896, 2.1734366524361146
415, 600, 0.008, 1e-05, 0.01, 5.944621636303853, 2.188723077441044
416, 600, 0.005, 8e-05, 0.8, 12.938324042153923, 2.7020563849608203
417, 600, 0.005, 8e-05, 0.5, 8.317218698328254, 2.4229759148656638
418, 600, 0.005, 8e-05, 0.3, 7.748435254705877, 2.3355176873946424
419, 600, 0.005, 8e-05, 0.1, 7.282947812475621, 2.349683837577168
420, 600, 0.005, 8e-05, 0.08, 7.442819740496136, 2.307000702698918
421, 600, 0.005, 8e-05, 0.05, 6.8702821345559695, 2.3226476791073827
422, 600, 0.005, 8e-05, 0.03, 7.411811832310801, 2.3535269401108634
423, 600, 0.005, 8e-05, 0.01, 7.496762370447113, 2.358188444883608
424, 600, 0.005, 5e-05, 0.8, 14.097233505613712, 2.7969450091051953
425, 600, 0.005, 5e-05, 0.5, 8.715420417088183, 2.444345728836761
426, 600, 0.005, 5e-05, 0.3, 7.566012910928786, 2.3681990072697543
427, 600, 0.005, 5e-05, 0.1, 7.7303745049783785, 2.346361620720943
428, 600, 0.005, 5e-05, 0.08, 7.324487729565125, 2.3097560313629386
429, 600, 0.005, 5e-05, 0.05, 7.2554131978803245, 2.3349169487477672
430, 600, 0.005, 5e-05, 0.03, 7.131184851964484, 2.3190784049961914
431, 600, 0.005, 5e-05, 0.01, 7.583160269781433, 2.346409282310332
432, 600, 0.005, 3e-05, 0.8, 14.51609693741718, 2.8518350583644163
433, 600, 0.005, 3e-05, 0.5, 8.672604678036395, 2.4718232707909067
434, 600, 0.005, 3e-05, 0.3, 8.038661069609864, 2.3696052853745853
435, 600, 0.005, 3e-05, 0.1, 7.414926054923423, 2.313986246824288
436, 600, 0.005, 3e-05, 0.08, 7.277823251378544, 2.3490993918631293
437, 600, 0.005, 3e-05, 0.05, 7.196655115202859, 2.278882138819405
438, 600, 0.005, 3e-05, 0.03, 7.344216701564855, 2.366240029129233
439, 600, 0.005, 3e-05, 0.01, 7.467912568316271, 2.390273628180771
440, 600, 0.005, 1e-05, 0.8, 14.506154167891836, 2.816323249473484
441, 600, 0.005, 1e-05, 0.5, 8.911577748363376, 2.4978804462461466
442, 600, 0.005, 1e-05, 0.3, 7.7237398084097135, 2.361331645019061
443, 600, 0.005, 1e-05, 0.1, 7.242519838325646, 2.313038319962165
444, 600, 0.005, 1e-05, 0.08, 7.13781879143712, 2.3201497074112503
445, 600, 0.005, 1e-05, 0.05, 7.312782331190765, 2.359387100585578
446, 600, 0.005, 1e-05, 0.03, 7.319252633551477, 2.2657447513840667
447, 600, 0.005, 1e-05, 0.01, 7.496937862046005, 2.3871248266741927
448, 600, 0.003, 8e-05, 0.8, 16.387325360987948, 3.4100721753403596
449, 600, 0.003, 8e-05, 0.5, 12.688883389398974, 3.042383296404041
450, 600, 0.003, 8e-05, 0.3, 11.255228247502487, 2.7812055790216554
451, 600, 0.003, 8e-05, 0.1, 8.882081583145254, 2.554076746984955
452, 600, 0.003, 8e-05, 0.08, 9.01175100994716, 2.5800642752306624
453, 600, 0.003, 8e-05, 0.05, 8.87652932128392, 2.5981242709297154
454, 600, 0.003, 8e-05, 0.03, 8.546732501068954, 2.5809476598135292
455, 600, 0.003, 8e-05, 0.01, 8.901456082000088, 2.566549089040963
456, 600, 0.003, 5e-05, 0.8, 16.70364267931923, 3.376258623954751
457, 600, 0.003, 5e-05, 0.5, 12.686554718257437, 3.0210389699403426
458, 600, 0.003, 5e-05, 0.3, 10.601056095065502, 2.795305910721539
459, 600, 0.003, 5e-05, 0.1, 9.679995428586057, 2.6781654468459855
460, 600, 0.003, 5e-05, 0.08, 9.011376502631713, 2.5469947003319744
461, 600, 0.003, 5e-05, 0.05, 9.048380714234568, 2.6013249770636135
462, 600, 0.003, 5e-05, 0.03, 8.84866413562089, 2.5147471547696503
463, 600, 0.003, 5e-05, 0.01, 8.977717561567928, 2.5510404854120647
464, 600, 0.003, 3e-05, 0.8, 15.937591005191114, 3.3320976224487415
465, 600, 0.003, 3e-05, 0.5, 13.221259190700698, 3.1020959504227443
466, 600, 0.003, 3e-05, 0.3, 10.961138398978218, 2.8423421109091525
467, 600, 0.003, 3e-05, 0.1, 9.6762754695527, 2.706335294423367
468, 600, 0.003, 3e-05, 0.08, 9.567958662953277, 2.685080363070704
469, 600, 0.003, 3e-05, 0.05, 10.074177409102434, 2.6468143621961175
470, 600, 0.003, 3e-05, 0.03, 9.506324512557025, 2.7131308712869027
471, 600, 0.003, 3e-05, 0.01, 9.350249886664916, 2.6711730391544264
472, 600, 0.003, 1e-05, 0.8, 17.985410735436794, 3.5393793102106463
473, 600, 0.003, 1e-05, 0.5, 13.357821257574168, 3.113827180356723
474, 600, 0.003, 1e-05, 0.3, 11.519158413945515, 2.8596519639712907
475, 600, 0.003, 1e-05, 0.1, 10.146936520792767, 2.7391565162139035
476, 600, 0.003, 1e-05, 0.08, 9.286193142962672, 2.620366892048198
477, 600, 0.003, 1e-05, 0.05, 9.903269537836609, 2.679701594021945
478, 600, 0.003, 1e-05, 0.03, 9.161197669285299, 2.6536731225103023
479, 600, 0.003, 1e-05, 0.01, 9.342085244248995, 2.648341467933371
480, 600, 0.001, 8e-05, 0.8, 37.209551594027886, 5.060521132145321
481, 600, 0.001, 8e-05, 0.5, 33.20294910611594, 4.816871027320616
482, 600, 0.001, 8e-05, 0.3, 28.290848729343175, 4.482605993079295
483, 600, 0.001, 8e-05, 0.1, 22.84962016347331, 4.005419269268982
484, 600, 0.001, 8e-05, 0.08, 23.379995570804788, 4.158419543690621
485, 600, 0.001, 8e-05, 0.05, 19.60126211493947, 3.7323593532344788
486, 600, 0.001, 8e-05, 0.03, 20.555265325565074, 3.9323692172914106
487, 600, 0.001, 8e-05, 0.01, 21.211555815517023, 3.9887340630288977
488, 600, 0.001, 5e-05, 0.8, 40.03495012990308, 5.275698117859118
489, 600, 0.001, 5e-05, 0.5, 33.2438001601128, 4.784172437821163
490, 600, 0.001, 5e-05, 0.3, 27.48020892299482, 4.38649018578322
491, 600, 0.001, 5e-05, 0.1, 22.511878591828, 4.037216258423822
492, 600, 0.001, 5e-05, 0.08, 21.59512000673364, 3.8595006959194267
493, 600, 0.001, 5e-05, 0.05, 23.085653346481052, 4.140380744419791
494, 600, 0.001, 5e-05, 0.03, 21.599318965888866, 3.937309692604572
495, 600, 0.001, 5e-05, 0.01, 20.402104570004532, 3.858036707705981
496, 600, 0.001, 3e-05, 0.8, 40.58825895560633, 5.25585086770452
497, 600, 0.001, 3e-05, 0.5, 32.46267535044255, 4.741185797458533
498, 600, 0.001, 3e-05, 0.3, 28.10925721095389, 4.4193701942317025
499, 600, 0.001, 3e-05, 0.1, 24.330951949819898, 4.148246792697416
500, 600, 0.001, 3e-05, 0.08, 23.104992326221783, 3.9754590799707783
501, 600, 0.001, 3e-05, 0.05, 22.05982958116486, 3.9864912352351327
502, 600, 0.001, 3e-05, 0.03, 23.31741522134443, 4.009866442165647
503, 600, 0.001, 3e-05, 0.01, 20.379450755190025, 3.756078788095684
504, 600, 0.001, 1e-05, 0.8, 41.09121776631009, 5.2818098667603355
505, 600, 0.001, 1e-05, 0.5, 32.384004412329716, 4.754901798929887
506, 600, 0.001, 1e-05, 0.3, 27.916245664034516, 4.39460004077944
507, 600, 0.001, 1e-05, 0.1, 24.159244681384912, 4.093185578175352
508, 600, 0.001, 1e-05, 0.08, 22.248761293037948, 3.9899308125361572
509, 600, 0.001, 1e-05, 0.05, 22.05701783943112, 3.926335880519556
510, 600, 0.001, 1e-05, 0.03, 22.869403973998622, 3.9849419799239074
511, 600, 0.001, 1e-05, 0.01, 23.14167283566793, 3.982682042196244
